country,year,p0p50,p50p90,p90p100,p90p99,p99p100
SE,1989,.31779999,.45039999,.2318,.17020001,.0616
SE,1990,.31909999,.4571,.2238,.1697,.054099999
SE,1991,.3107,.45640001,.23289999,.1758,.057100002
SE,1992,.3118,.45550001,.2326,.176,.056600001
SE,1993,.30809999,.45159999,.2402,.17839999,.061900001
SE,1994,.29960001,.44060001,.25979999,.18520001,.074699998
SE,1995,.29750001,.43799999,.26449999,.18619999,.078299999
SE,1996,.2999,.4393,.2608,.1876,.073200002
SE,1997,.29719999,.43740001,.26539999,.1892,.076200001
SE,1998,.2992,.43889999,.26190001,.1874,.074500002
SE,1999,.29820001,.4384,.26350001,.1876,.075800002
SE,2000,.3125,.4271,.26050001,.1954,.065099999
SE,2001,.31330001,.4314,.25529999,.1938,.061500002
SE,2002,.31420001,.42950001,.2563,.19410001,.062199999
SE,2003,.31459999,.42269999,.26269999,.1955,.067199998
SE,2004,.3055,.43000001,.26440001,.1945,.069899999
SE,2005,.30039999,.4307,.26890001,.1928,.076099999
SE,2006,.29069999,.43110001,.2782,.19499999,.0832
SE,2007,.28889999,.43630001,.27489999,.1925,.0823
SE,2008,.28560001,.44639999,.26789999,.1894,.078599997
SE,2009,.2877,.45289999,.25940001,.1901,.069300003
SE,2010,.2773,.4522,.2705,.19329999,.077200003
SE,2011,.2784,.45550001,.26609999,.1925,.073700003
SE,2012,.2863,.4492,.26449999,.1911,.073399998
SE,2013,.2818,.45300001,.2651,.1911,.074000001
SE,2014,.27419999,.44510001,.2807,.1927,.087899998
SE,2015,.27160001,.44710001,.28130001,.1955,.0858
SE,2016,.27379999,.44949999,.27669999,.19419999,.082500003
SI,1983,.35299999,.45539999,.19159999,.1578,.033799998
SI,1984,.35299999,.45539999,.19159999,.1578,.033799998
SI,1985,.35299999,.45539999,.19159999,.1578,.033799998
SI,1986,.35299999,.45539999,.19159999,.1578,.033799998
SI,1987,.35299999,.45539999,.19159999,.1578,.033799998
SI,1988,.35299999,.45539999,.19159999,.1578,.033799998
SI,1989,.35299999,.45539999,.19159999,.1578,.033799998
SI,1990,.35299999,.45539999,.19159999,.1578,.033799998
SI,1991,.3527,.4551,.19220001,.1585,.0337
SI,1992,.3468,.45140001,.2018,.16429999,.037500001
SI,1993,.3062,.46520001,.2286,.18529999,.043299999
SI,1994,.32609999,.45100001,.2229,.178,.044799998
SI,1995,.3028,.45840001,.2388,.1908,.048099998
SI,1996,.29969999,.45469999,.2455,.1957,.049899999
SI,1997,.30199999,.4542,.2439,.19310001,.050799999
SI,1998,.30140001,.4533,.24529999,.1928,.0526
SI,1999,.29519999,.45280001,.252,.19769999,.054299999
SI,2000,.29820001,.45460001,.2472,.193,.054200001
SI,2001,.30140001,.45469999,.2439,.19320001,.050700001
SI,2002,.29589999,.45449999,.24959999,.19750001,.052000001
SI,2003,.2951,.45089999,.25400001,.20039999,.053599998
SI,2004,.29170001,.45379999,.25459999,.2,.0546
SI,2005,.2904,.45539999,.25420001,.2005,.0537
SI,2006,.29069999,.45640001,.25279999,.19939999,.053399999
SI,2007,.29210001,.45730001,.25060001,.1969,.0537
SI,2008,.29640001,.45370001,.2498,.19509999,.0548
SI,2009,.29840001,.45390001,.24770001,.1962,.0515
SI,2010,.29170001,.45660001,.25170001,.1988,.052900001
SI,2011,.29449999,.45789999,.24770001,.1971,.0506
SI,2012,.28819999,.45820001,.2536,.1996,.054000001
SI,2013,.28119999,.45539999,.26339999,.20100001,.062399998
SI,2014,.27599999,.45539999,.26859999,.2001,.068599999
SI,2015,.27970001,.45770001,.26249999,.1989,.063699998
SI,2016,.27779999,.4585,.26370001,.19660001,.067000002
SK,1980,.34020001,.4621,.19769999,.16580001,.032000002
SK,1981,.3414,.4621,.1965,.1647,.031800002
SK,1982,.34209999,.46200001,.19580001,.164,.031800002
SK,1983,.34349999,.46110001,.1954,.1636,.0317
SK,1984,.3439,.4603,.19580001,.164,.031800002
SK,1985,.34470001,.4601,.19509999,.16329999,.031800002
SK,1986,.34330001,.45950001,.1972,.1647,.032499999
SK,1987,.3423,.45789999,.1998,.16599999,.033799998
SK,1988,.3427,.45860001,.1987,.1649,.033799998
SK,1989,.34439999,.45930001,.1963,.163,.033199999
SK,1990,.34639999,.458,.1956,.16249999,.033100002
SK,1991,.34529999,.45539999,.19930001,.16419999,.035100002
SK,1992,.333,.4488,.2182,.1718,.046300001
SK,1993,.32499999,.4488,.2261,.175,.051100001
SK,1994,.31119999,.44659999,.2423,.1884,.0539
SK,1995,.3087,.44870001,.24259999,.1838,.058800001
SK,1996,.30770001,.45390001,.2384,.1849,.053399999
SK,1997,.30770001,.45320001,.23909999,.18629999,.0528
SK,1998,.3073,.45140001,.2412,.18790001,.053300001
SK,1999,.31079999,.45140001,.2377,.1842,.053599998
SK,2000,.30680001,.45179999,.2414,.1856,.055799998
SK,2001,.30320001,.44780001,.2491,.18709999,.061999999
SK,2002,.30329999,.4501,.2466,.1866,.0601
SK,2003,.30849999,.45480001,.2367,.18430001,.0524
SK,2004,.3062,.45249999,.2413,.1841,.057300001
SK,2005,.30809999,.45230001,.2396,.1829,.056699999
SK,2006,.3091,.45100001,.23980001,.1831,.056699999
SK,2007,.30219999,.4533,.2445,.18880001,.0557
SK,2008,.30340001,.45210001,.2445,.18449999,.059999999
SK,2009,.3105,.45590001,.23360001,.1839,.049699999
SK,2010,.30309999,.4492,.2476,.1856,.061999999
SK,2011,.303,.44949999,.2475,.1868,.060699999
SK,2012,.3132,.4558,.23100001,.18089999,.050099999
SK,2013,.31560001,.45680001,.22759999,.1796,.048
SK,2014,.29949999,.45190001,.24869999,.18340001,.065200001
SK,2015,.32010001,.45840001,.22149999,.17309999,.0484
SK,2016,.31510001,.45660001,.22840001,.1762,.052200001
SY,1990,.1416,.3687,.48969999,.34290001,.1468
SY,1991,.1416,.3687,.48969999,.34290001,.1468
SY,1992,.1416,.3687,.48969999,.34290001,.1468
SY,1993,.1416,.3687,.48969999,.34290001,.1468
SY,1994,.1416,.3687,.48969999,.34290001,.1468
SY,1995,.1416,.3687,.48969999,.34290001,.1468
SY,1996,.1416,.3687,.48969999,.34290001,.1468
SY,1997,.1416,.36860001,.48969999,.34290001,.1468
SY,1998,.1416,.36860001,.48969999,.34290001,.1468
SY,1999,.1416,.3687,.48969999,.34290001,.1468
SY,2000,.1416,.3687,.48969999,.34290001,.1468
SY,2001,.1416,.3687,.48969999,.34290001,.1468
SY,2002,.1416,.3687,.48969999,.34290001,.1468
SY,2003,.1416,.3687,.48969999,.34290001,.1468
SY,2004,.1415,.36849999,.49000001,.3432,.1468
SY,2005,.1416,.3687,.48969999,.34290001,.1468
SY,2006,.1416,.3687,.48969999,.34290001,.1468
SY,2007,.1416,.36860001,.48969999,.34290001,.1468
SY,2008,.1415,.36849999,.49000001,.3432,.1468
SY,2009,.1416,.3687,.48969999,.34290001,.1468
SY,2010,.1416,.3687,.48969999,.34290001,.1468
SY,2011,.1416,.3687,.48969999,.34290001,.1468
SY,2012,.1416,.3687,.48969999,.34290001,.1468
SY,2013,.1416,.3687,.48969999,.34290001,.1468
SY,2014,.1416,.3687,.48969999,.34290001,.1468
SY,2015,.1416,.3687,.48969999,.34290001,.1468
SY,2016,.1416,.3687,.48969999,.34290001,.1468
TH,2001,.089199997,.35100001,.55980003,.32870001,.23109999
TH,2002,.1069,.34779999,.54530001,.32480001,.22050001
TH,2003,.1005,.33680001,.56260002,.3272,.23540001
TH,2004,.1126,.3396,.5478,.31810001,.2297
TH,2005,.1118,.34310001,.54500002,.31799999,.227
TH,2006,.1118,.34630001,.54189998,.31740001,.2245
TH,2007,.1159,.34599999,.5381,.3193,.21879999
TH,2008,.1236,.3294,.54710001,.3188,.22830001
TH,2009,.1236,.34990001,.52649999,.3114,.21510001
TH,2010,.12549999,.3281,.54640001,.32260001,.2238
TH,2011,.1267,.34079999,.53250003,.3154,.21709999
TH,2012,.1277,.33340001,.53890002,.32539999,.21349999
TH,2013,.13420001,.35330001,.51249999,.31310001,.19939999
TH,2014,.1366,.34130001,.52209997,.3204,.2017
TH,2015,.1436,.3592,.49720001,.3075,.18970001
TH,2016,.13240001,.33669999,.5309,.32870001,.2023
TR,1990,.078699999,.30680001,.61449999,.3319,.28259999
TR,1991,.078699999,.30680001,.61449999,.3319,.28259999
TR,1992,.078699999,.30680001,.61449999,.3319,.28259999
TR,1993,.078699999,.30680001,.61449999,.3319,.28259999
TR,1994,.078699999,.30680001,.61449999,.3319,.28259999
TR,1995,.078699999,.30680001,.61449999,.3319,.28259999
TR,1996,.078699999,.30680001,.61449999,.3319,.28259999
TR,1997,.078699999,.30680001,.61449999,.3319,.28259999
TR,1998,.1362,.30950001,.55440003,.32980001,.2245
TR,1999,.1362,.30950001,.55440003,.32980001,.2245
TR,2000,.1362,.30950001,.55440003,.32980001,.2245
TR,2001,.1362,.30950001,.55440003,.32980001,.2245
TR,2002,.1362,.30950001,.55440003,.32980001,.2245
TR,2003,.1397,.31169999,.5485,.32890001,.21969999
TR,2004,.14380001,.32449999,.53170002,.31709999,.2146
TR,2005,.1521,.33919999,.50870001,.31979999,.18889999
TR,2006,.16,.3414,.49849999,.31889999,.1796
TR,2007,.1626,.34729999,.4901,.31650001,.1736
TR,2008,.16069999,.33950001,.4998,.31709999,.18269999
TR,2009,.15360001,.33129999,.51499999,.32120001,.1938
TR,2010,.15800001,.33059999,.51139998,.3123,.199
TR,2011,.15629999,.32960001,.51410002,.3213,.1928
TR,2012,.1578,.32890001,.5133,.31549999,.1978
TR,2013,.163,.32910001,.5079,.3177,.1902
TR,2014,.15109999,.3292,.51969999,.30989999,.2098
TR,2015,.1489,.32530001,.52579999,.31040001,.2154
TR,2016,.1461,.31459999,.53930002,.30500001,.2344
US,1913,,,.42309999,.23469999,.1884
US,1914,,,.42950001,.23630001,.19329999
US,1915,,,.4219,.2349,.18700001
US,1916,,,.44389999,.2375,.20640001
US,1917,,,.449,.24770001,.2014
US,1918,,,.4364,.24690001,.1895
US,1919,,,.45429999,.24429999,.2101
US,1920,,,.43439999,.25040001,.184
US,1921,,,.46529999,.2843,.18099999
US,1922,,,.45539999,.2791,.1763
US,1923,,,.43099999,.2622,.1689
US,1924,,,.4526,.2766,.1761
US,1925,,,.47080001,.2714,.19949999
US,1926,,,.47440001,.26230001,.2121
US,1927,,,.46759999,.26429999,.2033
US,1928,,,.47960001,.26570001,.2139
US,1929,,,.4668,.2552,.21160001
US,1930,,,.45339999,.27250001,.18089999
US,1931,,,.44999999,.29960001,.1503
US,1932,,,.46650001,.3274,.1391
US,1933,,,.46869999,.31720001,.1516
US,1934,,,.48030001,.3087,.1715
US,1935,,,.47060001,.29699999,.1736
US,1936,,,.4774,.285,.19239999
US,1937,,,.46520001,.2748,.1904
US,1938,,,.4646,.29269999,.1719
US,1939,,,.47870001,.29390001,.1848
US,1940,,,.47729999,.2843,.19310001
US,1941,,,.45789999,.26300001,.19490001
US,1942,,,.41069999,.22570001,.1849
US,1943,,,.38060001,.2087,.1718
US,1944,,,.36199999,.21359999,.14839999
US,1945,,,.35820001,.2154,.1428
US,1946,,,.3721,.2305,.1416
US,1947,,,.37079999,.22499999,.14569999
US,1948,,,.38909999,.2314,.1577
US,1949,,,.3836,.2318,.1517
US,1950,,,.3899,.2314,.1585
US,1951,,,.37709999,.22759999,.1494
US,1952,,,.3651,.22310001,.142
US,1953,,,.3549,.22229999,.13259999
US,1954,,,.359,.22409999,.1349
US,1955,,,.36539999,.22409999,.14129999
US,1956,,,.3576,.2237,.1339
US,1957,,,.3576,.226,.13169999
US,1958,,,.35699999,.2323,.1247
US,1959,,,.36160001,.23100001,.13070001
US,1960,,,.3563,.2304,.1259
US,1961,,,.3583,.23379999,.1245
US,1962,.19499999,.44400001,.36090001,.2352,.1257
US,1963,.191,.4436,,.2379,
US,1964,.18700001,.44319999,.3698,.2406,.1292
US,1965,.1913,.44240001,,.2386,
US,1966,.1956,.44159999,.36289999,.23649999,.12639999
US,1967,.20829999,.43889999,.3529,.2314,.1214
US,1968,.20559999,.4393,.35510001,.2309,.1242
US,1969,.212,.44670001,.34130001,.2262,.1151
US,1970,.20999999,.4517,.33840001,.2304,.1079
US,1971,.2035,.45289999,.3436,.23280001,.1108
US,1972,.2013,.4522,.34650001,.2353,.1112
US,1973,.2027,.44760001,.3497,.2395,.1102
US,1974,.20730001,.45210001,.3405,.235,.1055
US,1975,.2014,.4544,.3441,.2383,.1058
US,1976,.20290001,.45429999,.34279999,.2388,.1041
US,1977,.2,.4524,.34760001,.2401,.1075
US,1978,.199,.45449999,.34650001,.2402,.1063
US,1979,.2008,.45030001,.34889999,.2374,.1115
US,1980,.1989,.4587,.34240001,.2357,.1067
US,1981,.19509999,.45770001,.34720001,.2367,.1105
US,1982,.18960001,.4614,.34900001,.23630001,.1126
US,1983,.1831,.46270001,.35420001,.23909999,.1151
US,1984,.1788,.45460001,.36660001,.24160001,.125
US,1985,.1788,.45460001,.36660001,.241,.12549999
US,1986,.17659999,.45860001,.36469999,.24259999,.1221
US,1987,.1726,.4513,.3761,.2431,.1331
US,1988,.16949999,.4411,.38949999,.24070001,.1488
US,1989,.1693,.44400001,.3867,.2421,.1446
US,1990,.168,.44479999,.38710001,.24169999,.1454
US,1991,.1662,.4483,.3856,.2466,.1389
US,1992,.1583,.44389999,.3978,.2476,.15009999
US,1993,.15899999,.44549999,.39559999,.2491,.1464
US,1994,.1578,.44369999,.39860001,.25170001,.1469
US,1995,.1538,.43959999,.4066,.25369999,.15279999
US,1996,.1508,.4337,.41549999,.25580001,.15970001
US,1997,.1486,.4287,.42269999,.25639999,.1663
US,1998,.14910001,.42460001,.42629999,.25709999,.1692
US,1999,.1477,.4188,.43349999,.25639999,.1771
US,2000,.1461,.41499999,.43880001,.25619999,.18269999
US,2001,.1495,.42250001,.428,.25529999,.1727
US,2002,.14820001,.42449999,.42730001,.25670001,.1706
US,2003,.1452,.4262,.4287,.25659999,.17200001
US,2004,.1419,.41909999,.43900001,.25580001,.1832
US,2005,.1384,.41100001,.4506,.25690001,.1937
US,2006,.1354,.40439999,.4603,.25929999,.20100001
US,2007,.1374,.40470001,.458,.25929999,.1987
US,2008,.1371,.40979999,.4531,.2579,.1952
US,2009,.13590001,.42070001,.4434,.25799999,.18539999
US,2010,.1303,.4122,.45750001,.2595,.198
US,2011,.12729999,.41350001,.45919999,.26320001,.19599999
US,2012,.1238,.4048,.47139999,.26370001,.2078
US,2013,.1277,.4091,.4632,.26719999,.19589999
US,2014,.12549999,.40439999,.4702,.26820001,.20200001
WO,1980,.0792,.43099999,.48980001,.3283,.16159999
WO,1981,.080799997,.43040001,.48879999,.3267,.1621
WO,1982,.083999999,.43450001,.4815,.32519999,.15629999
WO,1983,.083099999,.4276,.48930001,.3317,.1576
WO,1984,.087399997,.421,.49160001,.32980001,.1618
WO,1985,.091700003,.41119999,.4971,.32749999,.1696
WO,1986,.091399997,.4077,.50080001,.329,.1718
WO,1987,.092500001,.4032,.5043,.3281,.1762
WO,1988,.092200004,.39989999,.50779998,.32710001,.1807
WO,1989,.089900002,.39930001,.5108,.33039999,.1804
WO,1990,.087800004,.40130001,.51090002,.32960001,.1813
WO,1991,.089500003,.40000001,.51050001,.33070001,.1798
WO,1992,.090099998,.38929999,.52060002,.3371,.18340001
WO,1993,.089299999,.38409999,.5266,.34040001,.18619999
WO,1994,.0889,.3779,.53329998,.34549999,.1877
WO,1995,.088200003,.37419999,.53759998,.34599999,.19159999
WO,1996,.088699996,.37189999,.53939998,.34310001,.1963
WO,1997,.089100003,.3689,.54210001,.34200001,.2
WO,1998,.089500003,.36250001,.54799998,.3441,.20389999
WO,1999,.089199997,.36019999,.55059999,.34490001,.2057
WO,2000,.086900003,.35980001,.55320001,.34419999,.20900001
WO,2001,.087300003,.3601,.55260003,.34529999,.20730001
WO,2002,.086900003,.3601,.55290002,.34529999,.2076
WO,2003,.086999997,.35870001,.55440003,.3441,.2102
WO,2004,.088200003,.3572,.55449998,.34130001,.2132
WO,2005,.088100001,.3583,.55360001,.33610001,.2175
WO,2006,.089400001,.35769999,.55299997,.33180001,.2212
WO,2007,.091399997,.36219999,.54640001,.3256,.2208
WO,2008,.092399999,.36269999,.5449,.32730001,.2176
WO,2009,.095299996,.3696,.53509998,.3274,.2077
WO,2010,.094800003,.37189999,.53329998,.32539999,.2079
WO,2011,.094300002,.3705,.53530002,.3263,.20900001
WO,2012,.094999999,.37630001,.52869999,.32210001,.2066
WO,2013,.095299996,.37799999,.52670002,.32120001,.20550001
WO,2014,.096299998,.3813,.52240002,.31720001,.2051
WO,2015,.096600004,.38119999,.52219999,.31659999,.20559999
WO,2016,.096699998,.38209999,.5212,.3168,.2044
WO-MER,1980,.048500001,.3793,.5722,.3937,.1785
WO-MER,1981,.0495,.37850001,.57200003,.39250001,.1795
WO-MER,1982,.0517,.38049999,.56779999,.39309999,.17470001
WO-MER,1983,.0515,.3723,.57609999,.39899999,.1771
WO-MER,1984,.054000001,.36469999,.58130002,.39669999,.1846
WO-MER,1985,.057500001,.3601,.58249998,.39449999,.18799999
WO-MER,1986,.057399999,.35730001,.58530003,.3962,.1892
WO-MER,1987,.057999998,.35260001,.58939999,.39379999,.1956
WO-MER,1988,.057700001,.3488,.59350002,.3915,.20200001
WO-MER,1989,.0561,.34760001,.59630001,.39449999,.2018
WO-MER,1990,.054499999,.34760001,.59789997,.3971,.2009
WO-MER,1991,.055599999,.3468,.59759998,.39840001,.1992
WO-MER,1992,.055399999,.33919999,.60540003,.40180001,.2036
WO-MER,1993,.0546,.33379999,.61159998,.40560001,.206
WO-MER,1994,.053399999,.32969999,.61690003,.40790001,.20900001
WO-MER,1995,.052999999,.3249,.6221,.40869999,.21340001
WO-MER,1996,.053399999,.3233,.62330002,.4034,.2199
WO-MER,1997,.0535,.31889999,.6275,.4025,.2251
WO-MER,1998,.0535,.3109,.63559997,.40450001,.23109999
WO-MER,1999,.053100001,.3071,.63980001,.40529999,.23450001
WO-MER,2000,.051800001,.30590001,.64240003,.40450001,.2379
WO-MER,2001,.052200001,.3053,.64240003,.40709999,.2353
WO-MER,2002,.052200001,.30410001,.6437,.4073,.23639999
WO-MER,2003,.0524,.30289999,.64469999,.40459999,.23999999
WO-MER,2004,.0535,.30239999,.64410001,.40040001,.2437
WO-MER,2005,.0537,.30329999,.64300001,.3944,.24860001
WO-MER,2006,.054699998,.30410001,.64120001,.38839999,.25279999
WO-MER,2007,.056499999,.31060001,.6329,.38150001,.25139999
WO-MER,2008,.057999998,.315,.62699997,.3804,.2466
WO-MER,2009,.059900001,.3211,.61900002,.38209999,.2369
WO-MER,2010,.059700001,.3238,.61659998,.37799999,.2386
WO-MER,2011,.059700001,.3242,.61610001,.37599999,.2401
WO-MER,2012,.060199998,.33059999,.6092,.36950001,.2397
WO-MER,2013,.0605,.33399999,.60549998,.368,.2374
WO-MER,2014,.0612,.33750001,.6013,.36300001,.2383
WO-MER,2015,.0614,.338,.6006,.36179999,.2387
WO-MER,2016,.0612,.33939999,.5995,.36149999,.23800001
XA,1980,.13590001,.4463,.4179,.31240001,.1054
XA,1981,.1383,.44839999,.41330001,.31150001,.1019
XA,1982,.1398,.44999999,.4102,.3114,.098899998
XA,1983,.13770001,.44060001,.4217,.3046,.1171
XA,1984,.14839999,.4465,.40509999,.2985,.1066
XA,1985,.1561,.44350001,.40040001,.2895,.111
XA,1986,.1542,.44139999,.40439999,.29350001,.1109
XA,1987,.1576,.44350001,.3989,.29210001,.1068
XA,1988,.1564,.44139999,.40220001,.2922,.11
XA,1989,.1508,.43830001,.4109,.29719999,.1137
XA,1990,.1489,.43959999,.41150001,.30059999,.111
XA,1991,.1461,.43759999,.4163,.30489999,.1114
XA,1992,.14560001,.4355,.41890001,.30520001,.1138
XA,1993,.1427,.42899999,.42829999,.3048,.1235
XA,1994,.1425,.4271,.43040001,.30430001,.1261
XA,1995,.1443,.4276,.42809999,.30059999,.1276
XA,1996,.1481,.42860001,.4233,.29519999,.12800001
XA,1997,.1481,.42699999,.4249,.29449999,.1304
XA,1998,.15180001,.426,.42219999,.2902,.1321
XA,1999,.1521,.42539999,.42250001,.28940001,.1331
XA,2000,.14659999,.4217,.43180001,.29370001,.1381
XA,2001,.14489999,.41819999,.43689999,.29429999,.1425
XA,2002,.1398,.40650001,.45370001,.29890001,.1548
XA,2003,.13860001,.40239999,.45899999,.29910001,.16
XA,2004,.1397,.39789999,.46239999,.2967,.1656
XA,2005,.13689999,.39399999,.4691,.29949999,.1696
XA,2006,.1371,.39219999,.4707,.29800001,.1727
XA,2007,.1357,.3906,.4736,.29820001,.17550001
XA,2008,.134,.3901,.47589999,.301,.1749
XA,2009,.1327,.39179999,.47549999,.3001,.1754
XA,2010,.1279,.3908,.4813,.30689999,.1744
XA,2011,.12549999,.3883,.48629999,.31529999,.1709
XA,2012,.1238,.39879999,.47729999,.3136,.1637
XA,2013,.1226,.396,.48140001,.3175,.1639
XA,2014,.1224,.4032,.47440001,.31279999,.16159999
XA,2015,.1225,.403,.4745,.3114,.1631
XA,2016,.122,.4032,.47479999,.3118,.163
XA-MER,1980,.096900001,.44069999,.46239999,.35409999,.1083
XA-MER,1981,.098399997,.44080001,.46079999,.3531,.1077
XA-MER,1982,.099399999,.43920001,.4614,.35389999,.1075
XA-MER,1983,.0986,.43090001,.47049999,.35049999,.12
XA-MER,1984,.1059,.43040001,.4637,.3461,.1176
XA-MER,1985,.1111,.42570001,.4632,.3396,.1236
XA-MER,1986,.1091,.41960001,.47130001,.34720001,.124
XA-MER,1987,.1105,.4192,.47029999,.34889999,.1213
XA-MER,1988,.1093,.41710001,.4736,.3493,.1243
XA-MER,1989,.1055,.41479999,.4797,.3529,.1268
XA-MER,1990,.1044,.41800001,.47760001,.35229999,.12530001
XA-MER,1991,.1023,.4109,.48679999,.35969999,.12710001
XA-MER,1992,.1024,.40630001,.4912,.36019999,.1311
XA-MER,1993,.1012,.4014,.4975,.3581,.13940001
XA-MER,1994,.1016,.40009999,.49829999,.3581,.1402
XA-MER,1995,.1036,.4023,.4941,.35409999,.14
XA-MER,1996,.1069,.4052,.48789999,.3468,.1411
XA-MER,1997,.1072,.40509999,.48769999,.34540001,.14229999
XA-MER,1998,.1104,.40599999,.48359999,.33989999,.1437
XA-MER,1999,.111,.40529999,.48379999,.33930001,.1444
XA-MER,2000,.107,.39969999,.49329999,.3434,.1499
XA-MER,2001,.1063,.39669999,.49700001,.34290001,.1541
XA-MER,2002,.103,.38519999,.51169997,.34240001,.1693
XA-MER,2003,.1026,.38260001,.51480001,.34110001,.1737
XA-MER,2004,.1039,.3809,.51529998,.33669999,.1785
XA-MER,2005,.1021,.37830001,.51959997,.338,.1816
XA-MER,2006,.1024,.38010001,.51749998,.3339,.1837
XA-MER,2007,.1013,.38240001,.51630002,.33059999,.1857
XA-MER,2008,.1,.3858,.51419997,.33019999,.1839
XA-MER,2009,.099299997,.39300001,.50770003,.3251,.18260001
XA-MER,2010,.094999999,.39399999,.51099998,.3299,.1811
XA-MER,2011,.093000002,.3962,.51090002,.33309999,.1778
XA-MER,2012,.090899996,.40990001,.49919999,.33050001,.16859999
XA-MER,2013,.0898,.40560001,.50459999,.33559999,.169
XA-MER,2014,.089299999,.4149,.49579999,.33019999,.1657
XA-MER,2015,.089299999,.4156,.49509999,.32820001,.16689999
XA-MER,2016,.088699996,.41639999,.4948,.32820001,.1666
XF,1980,.1016,.3335,.56489998,.38159999,.1833
XF,1981,.1017,.33160001,.56669998,.38190001,.1847
XF,1982,.1036,.3301,.56629997,.37869999,.1876
XF,1983,.1063,.3299,.56379998,.37740001,.1864
XF,1984,.1036,.3285,.5679,.37959999,.1883
XF,1985,.105,.33450001,.56050003,.37909999,.1814
XF,1986,.1074,.33610001,.55650002,.37630001,.1802
XF,1987,.1079,.33469999,.55739999,.37819999,.17910001
XF,1988,.1065,.33489999,.55870003,.3779,.18080001
XF,1989,.1064,.338,.55559999,.3777,.1779
XF,1990,.1068,.3405,.55269998,.3761,.17659999
XF,1991,.1039,.34299999,.55309999,.3768,.1763
XF,1992,.1047,.34490001,.55040002,.37599999,.1744
XF,1993,.1079,.34459999,.54750001,.37459999,.17290001
XF,1994,.1072,.34580001,.54710001,.3725,.17460001
XF,1995,.1128,.33539999,.55180001,.37029999,.1815
XF,1996,.1157,.33500001,.54930001,.36759999,.18179999
XF,1997,.1176,.33329999,.54909998,.3651,.184
XF,1998,.1205,.3348,.54460001,.35949999,.1851
XF,1999,.1251,.33360001,.54119998,.35409999,.18719999
XF,2000,.1247,.33149999,.5438,.35330001,.1904
XF,2001,.1251,.3312,.54369998,.35139999,.19230001
XF,2002,.122,.3355,.5424,.34909999,.19329999
XF,2003,.122,.33700001,.54110003,.3468,.1943
XF,2004,.1201,.33559999,.54430002,.34810001,.1962
XF,2005,.1209,.33199999,.54720002,.34720001,.1999
XF,2006,.1197,.32980001,.55059999,.34709999,.2035
XF,2007,.1215,.32690001,.55159998,.34670001,.2049
XF,2008,.1227,.32839999,.54890001,.34709999,.2018
XF,2009,.124,.32870001,.54729998,.34810001,.19930001
XF,2010,.1243,.32890001,.54689997,.3484,.19840001
XF,2011,.1261,.32879999,.54509997,.34650001,.19859999
XF,2012,.1257,.3292,.54519999,.34509999,.2001
XF,2013,.123,.3308,.54619998,.34630001,.1999
XF,2014,.1199,.33320001,.54689997,.34650001,.20039999
XF,2015,.1214,.33379999,.54479998,.34509999,.1997
XF,2016,.1215,.33410001,.54449999,.34560001,.1989
XF-MER,1980,.1016,.3335,.56489998,.38159999,.1833
XF-MER,1981,.1017,.33160001,.56669998,.38190001,.1847
XF-MER,1982,.1036,.3301,.56629997,.37869999,.1876
XF-MER,1983,.1063,.3299,.56379998,.37740001,.1864
XF-MER,1984,.1036,.3285,.5679,.37959999,.1883
XF-MER,1985,.105,.33450001,.56050003,.37909999,.1814
XF-MER,1986,.1074,.33610001,.55650002,.37630001,.1802
XF-MER,1987,.1079,.33469999,.55739999,.37819999,.17910001
XF-MER,1988,.1065,.33489999,.55870003,.3779,.18080001
XF-MER,1989,.1064,.338,.55559999,.3777,.1779
XF-MER,1990,.1068,.3405,.55269998,.3761,.17659999
XF-MER,1991,.1039,.34299999,.55309999,.3768,.1763
XF-MER,1992,.1047,.34490001,.55040002,.37599999,.1744
XF-MER,1993,.1079,.34459999,.54750001,.37459999,.17290001
XF-MER,1994,.1072,.34580001,.54710001,.3725,.17460001
XF-MER,1995,.1128,.33539999,.55180001,.37029999,.1815
XF-MER,1996,.1157,.33500001,.54930001,.36759999,.18179999
XF-MER,1997,.1176,.33329999,.54909998,.3651,.184
XF-MER,1998,.1205,.3348,.54460001,.35949999,.1851
XF-MER,1999,.1251,.33360001,.54119998,.35409999,.18719999
XF-MER,2000,.1247,.33149999,.5438,.35330001,.1904
XF-MER,2001,.1251,.3312,.54369998,.35139999,.19230001
XF-MER,2002,.122,.3355,.5424,.34909999,.19329999
XF-MER,2003,.122,.33700001,.54110003,.3468,.1943
XF-MER,2004,.1201,.33559999,.54430002,.34810001,.1962
XF-MER,2005,.1209,.33199999,.54720002,.34720001,.1999
XF-MER,2006,.1197,.32980001,.55059999,.34709999,.2035
XF-MER,2007,.1215,.32690001,.55159998,.34670001,.2049
XF-MER,2008,.1227,.32839999,.54890001,.34709999,.2018
XF-MER,2009,.124,.32870001,.54729998,.34810001,.19930001
XF-MER,2010,.1243,.32890001,.54689997,.3484,.19840001
XF-MER,2011,.1261,.32879999,.54509997,.34650001,.19859999
XF-MER,2012,.1257,.3292,.54519999,.34509999,.2001
XF-MER,2013,.123,.3308,.54619998,.34630001,.1999
XF-MER,2014,.1199,.33320001,.54689997,.34650001,.20039999
XF-MER,2015,.1214,.33379999,.54479998,.34509999,.1997
