country,year,p0p50,p50p90,p90p100,p90p99,p99p100
AE,1990,.092600003,.31470001,.5927,.39700001,.1956
AE,1991,.092299998,.31310001,.59460002,.39809999,.1965
AE,1992,.091899998,.31150001,.5966,.39919999,.19750001
AE,1993,.091499999,.3098,.59869999,.4003,.19840001
AE,1994,.0911,.308,.60089999,.40149999,.19939999
AE,1995,.090700001,.3062,.60299999,.40259999,.20039999
AE,1996,.090599999,.3055,.60390002,.40310001,.2008
AE,1997,.090400003,.30469999,.60479999,.40360001,.2013
AE,1998,.090300001,.3039,.60579997,.4041,.2018
AE,1999,.090099998,.303,.60689998,.40459999,.2023
AE,2000,.089900002,.3021,.60799998,.4052,.20280001
AE,2001,.089699998,.30109999,.6092,.40580001,.2034
AE,2002,.089500003,.3001,.61040002,.4064,.204
AE,2003,.089299999,.29899999,.6117,.40700001,.20469999
AE,2004,.089100003,.29789999,.61299998,.40759999,.2054
AE,2005,.083300002,.2976,.61900002,.4244,.1946
AE,2006,.073899999,.26910001,.65700001,.43200001,.22499999
AE,2007,.071800001,.25549999,.67269999,.426,.2467
AE,2008,.067000002,.233,.69989997,.4163,.2836
AE,2009,.1089,.33050001,.56059998,.4048,.1558
AE,2010,.1073,.32800001,.56470001,.4039,.1608
AE,2011,.087200001,.2863,.62660003,.40290001,.2237
AE,2012,.081500001,.2721,.64639997,.40509999,.2414
AE,2013,.077799998,.26249999,.65969998,.40669999,.25299999
AE,2014,.075499997,.2561,.66839999,.40779999,.2606
AE,2015,.085500002,.28130001,.63309997,.40200001,.23119999
AE,2016,.086599998,.28380001,.62970001,.4016,.2281
AL,1996,.26840001,.46110001,.2705,.207,.063500002
AL,1997,.2622,.4569,.2809,.21179999,.0691
AL,1998,.25350001,.4587,.28780001,.21950001,.068300001
AL,1999,.25189999,.45660001,.2915,.22239999,.0691
AL,2000,.24959999,.45640001,.29390001,.2238,.070100002
AL,2001,.2473,.45590001,.29679999,.2262,.070600003
AL,2002,.2464,.45539999,.29820001,.2278,.0704
AL,2003,.248,.45550001,.2965,.22669999,.069799997
AL,2004,.24959999,.4558,.2947,.2242,.070500001
AL,2005,.25099999,.45640001,.29260001,.22220001,.0704
AL,2006,.25229999,.45590001,.29179999,.22,.071699999
AL,2007,.25220001,.45680001,.29100001,.2177,.073299997
AL,2008,.25029999,.45660001,.2931,.2176,.075499997
AL,2009,.2563,.45559999,.2881,.2149,.073200002
AL,2010,.2649,.46070001,.2744,.2093,.065099999
AL,2011,.2631,.4612,.27579999,.2104,.065399997
AL,2012,.2649,.46059999,.27450001,.2105,.064000003
AT,1987,.27340001,.46579999,.2608,.2044,.056400001
AT,1988,.2728,.46430001,.26300001,.2057,.0572
AT,1989,.27250001,.46090001,.26660001,.2077,.058899999
AT,1990,.2726,.45910001,.26840001,.2084,.059999999
AT,1991,.27090001,.45649999,.2726,.20990001,.062700003
AT,1992,.27090001,.45550001,.2737,.20999999,.063699998
AT,1993,.27180001,.45050001,.27779999,.2113,.066500001
AT,1994,.26320001,.45300001,.28380001,.2121,.071699999
AT,1995,.264,.46560001,.27039999,.2111,.0594
AT,1996,.2676,.46180001,.27070001,.2085,.062100001
AT,1997,.27419999,.4601,.26570001,.2044,.061299998
AT,1998,.27540001,.4596,.26499999,.2043,.060699999
AT,1999,.27579999,.4544,.26980001,.2071,.062600002
AT,2000,.2764,.45480001,.26890001,.20829999,.060600001
AT,2001,.278,.45719999,.26480001,.20479999,.059999999
AT,2002,.27270001,.45120001,.27610001,.2086,.067500003
AT,2003,.2683,.4443,.28740001,.2183,.0691
AT,2004,.2737,.44850001,.27779999,.2068,.071000002
AT,2005,.27990001,.4513,.26879999,.2053,.063500002
AT,2006,.28279999,.45739999,.2597,.2013,.058499999
AT,2007,.27430001,.4488,.27689999,.2085,.068499997
AT,2008,.26230001,.45339999,.2843,.2142,.070100002
AT,2009,.26660001,.45199999,.2814,.21259999,.068800002
AT,2010,.26120001,.4553,.28349999,.2129,.070600003
AT,2011,.26499999,.4585,.27649999,.2096,.0669
AT,2012,.26539999,.46180001,.2728,.2112,.061500002
AT,2013,.2658,.45359999,.28060001,.2114,.069300003
AT,2014,.27160001,.45570001,.27270001,.20299999,.069799997
AT,2015,.26699999,.4558,.2771,.20649999,.070600003
AT,2016,.26120001,.45089999,.2879,.2062,.081699997
BA,1983,.2922,.47530001,.2326,.1848,.047800001
BA,1984,.2879,.47229999,.23980001,.1891,.050700001
BA,1985,.28929999,.4756,.2351,.1867,.0484
BA,1986,.28279999,.48280001,.2344,.18780001,.046599999
BA,1987,.28439999,.47530001,.2403,.1904,.049899999
BA,1988,.28600001,.4808,.2332,.1869,.046300001
BA,1989,.28870001,.48069999,.2306,.1851,.045499999
BA,1990,.29139999,.4797,.2289,.184,.0449
BA,2001,.2543,.46259999,.28310001,.21179999,.0713
BA,2002,.2467,.46259999,.29069999,.2191,.071599998
BA,2003,.23819999,.46239999,.2994,.2288,.070600003
BA,2004,.2323,.46090001,.30680001,.23710001,.069700003
BA,2005,.2368,.45950001,.3037,.2324,.0713
BA,2006,.2499,.46329999,.28670001,.2225,.064199999
BA,2007,.25009999,.4628,.28709999,.22310001,.064000003
BA,2008,.25049999,.46290001,.28659999,.2234,.063199997
BA,2009,.2494,.46540001,.28529999,.2236,.061700001
BA,2010,.2472,.46779999,.28510001,.2245,.060600001
BA,2011,.2472,.4664,.28639999,.22490001,.061500002
BE,1990,.2579,.45210001,.28999999,.22139999,.068599999
BE,1991,.26230001,.45159999,.28600001,.2199,.066100001
BE,1992,.2678,.4497,.2825,.21879999,.063600004
BE,1993,.266,.4506,.2834,.2194,.064000003
BE,1994,.26370001,.44479999,.2915,.22239999,.068999998
BE,1995,.26089999,.45120001,.28799999,.2202,.0678
BE,1996,.257,.45190001,.2911,.22,.071099997
BE,1997,.2529,.45730001,.2899,.22059999,.069300003
BE,1998,.25170001,.46059999,.2877,.2194,.068300001
BE,1999,.25,.46239999,.28760001,.2184,.069200002
BE,2000,.2492,.46520001,.28560001,.21709999,.068499997
BE,2001,.2499,.4673,.28279999,.2137,.0691
BE,2002,.25080001,.47220001,.27700001,.213,.064099997
BE,2003,.25080001,.4745,.2748,.212,.062799998
BE,2004,.2493,.4743,.2764,.2115,.064900003
BE,2005,.24950001,.47130001,.27919999,.2139,.065300003
BE,2006,.26100001,.47940001,.25960001,.20039999,.0592
BE,2007,.2475,.4725,.27990001,.21789999,.061999999
BE,2008,.25150001,.4765,.27200001,.2106,.061299998
BE,2009,.2559,.4752,.26879999,.20900001,.059799999
BE,2010,.25139999,.4666,.28200001,.221,.061000001
BE,2011,.24879999,.47330001,.278,.21709999,.060899999
BE,2012,.2457,.4711,.2832,.22130001,.061900001
BE,2013,.24789999,.47299999,.2791,.2158,.063299999
BE,2014,.24529999,.4743,.28040001,.2201,.060199998
BE,2015,.2419,.4709,.28709999,.2219,.065200001
BE,2016,.2431,.4707,.28619999,.2192,.0669
BG,1980,.33050001,.48899999,.1805,.1561,.0244
BG,1981,.3355,.4817,.18269999,.1568,.025900001
BG,1982,.32600001,.4691,.2049,.168,.036899999
BG,1983,.33090001,.46180001,.20739999,.1684,.038899999
BG,1984,.33309999,.46830001,.19859999,.1638,.0348
BG,1985,.33849999,.47549999,.186,.15700001,.028999999
BG,1986,.34400001,.48249999,.1735,.15019999,.0233
BG,1987,.35440001,.48789999,.1577,.1384,.019400001
BG,1988,.34729999,.50120002,.1515,.13410001,.0174
BG,1989,.3427,.46430001,.193,.1594,.033500001
BG,1990,.3274,.45750001,.21510001,.1733,.0418
BG,1991,.30520001,.45649999,.23819999,.1858,.052499998
BG,1992,.2816,.461,.25729999,.1979,.0594
BG,1993,.2683,.46180001,.27000001,.2057,.064199999
BG,1994,.2572,.46180001,.28099999,.2098,.071099997
BG,1995,.2463,.46110001,.29249999,.22040001,.0722
BG,1996,.26210001,.45030001,.28760001,.2137,.073799998
BG,1997,.25040001,.43849999,.31110001,.2191,.092
BG,1998,.25060001,.43779999,.31150001,.21780001,.093699999
BG,1999,.26179999,.4535,.28479999,.2106,.074199997
BG,2000,.2604,.45249999,.28709999,.2085,.078599997
BG,2001,.2563,.4499,.2938,.21269999,.081200004
BG,2002,.2484,.4492,.30250001,.2172,.085299999
BG,2003,.25459999,.45190001,.29350001,.21340001,.0801
BG,2004,.25139999,.45449999,.29409999,.2148,.079300001
BG,2005,.2471,.4569,.29589999,.2157,.080300003
BG,2006,.2466,.4594,.294,.2186,.075400002
BG,2007,.2418,.46709999,.2911,.213,.078100003
BG,2008,.2412,.45429999,.30450001,.22930001,.075199999
BG,2009,.252,.46149999,.28659999,.21870001,.0678
BG,2010,.25960001,.4535,.287,.21089999,.076099999
BG,2011,.2439,.45500001,.30109999,.22149999,.079599999
BG,2012,.2525,.45750001,.2899,.2119,.078000002
BG,2013,.2473,.45770001,.29499999,.21529999,.079599999
BG,2014,.2481,.45249999,.29949999,.21950001,.079999998
BG,2015,.2325,.45280001,.31470001,.2281,.086499996
BG,2016,.2254,.45699999,.31760001,.2339,.0836
BH,1990,.1347,.33149999,.53380001,.3486,.18520001
BH,1991,.1347,.33149999,.53380001,.3486,.18520001
BH,1992,.1347,.33149999,.53380001,.3486,.18520001
BH,1993,.1347,.33149999,.53380001,.3486,.18520001
BH,1994,.1347,.33149999,.53380001,.3486,.18520001
BH,1995,.1347,.33149999,.53380001,.3486,.18520001
BH,1996,.1347,.33149999,.53380001,.3486,.18529999
BH,1997,.1347,.33149999,.53380001,.3486,.18529999
BH,1998,.1347,.33149999,.53390002,.3486,.18529999
BH,1999,.1346,.33149999,.53390002,.3486,.18529999
BH,2000,.1446,.3495,.50590003,.33360001,.1724
BH,2001,.1445,.3495,.50599998,.33360001,.1724
BH,2002,.14210001,.35010001,.5079,.3351,.1728
BH,2003,.13959999,.35069999,.50980002,.33649999,.1732
BH,2004,.13699999,.3513,.51169997,.338,.1737
BH,2005,.1345,.35179999,.51370001,.33950001,.1742
BH,2006,.1321,.3522,.51569998,.34099999,.17479999
BH,2007,.12970001,.35249999,.51779997,.3425,.1753
BH,2008,.12720001,.35280001,.51999998,.34400001,.1759
BH,2009,.1248,.35299999,.52219999,.34560001,.17659999
BH,2010,.1136,.35679999,.52960002,.3484,.1812
BH,2011,.1143,.35690001,.52880001,.34779999,.18089999
BH,2012,.1151,.35699999,.52789998,.34729999,.1806
BH,2013,.1158,.35710001,.52710003,.3468,.1803
BH,2014,.1166,.35710001,.52630001,.34630001,.18000001
BH,2015,.1166,.35710001,.52630001,.34630001,.18000001
BH,2016,.1166,.35710001,.52630001,.34630001,.18000001
BR,2001,.12630001,.3308,.54290003,.28080001,.26210001
BR,2002,.1228,.32049999,.55669999,.2825,.27419999
BR,2003,.12530001,.32190001,.5528,.28080001,.27200001
BR,2004,.1288,.32339999,.5478,.27469999,.27320001
BR,2005,.1303,.31869999,.551,.27200001,.27900001
BR,2006,.1303,.31490001,.55470002,.27239999,.2823
BR,2007,.1319,.31869999,.54939997,.2665,.28290001
BR,2008,.1318,.3062,.56199998,.2692,.2929
BR,2009,.1356,.31470001,.54970002,.2753,.2744
BR,2010,.13850001,.30939999,.5521,.27020001,.28189999
BR,2011,.13600001,.2987,.56529999,.2692,.29609999
BR,2012,.1399,.30590001,.55419999,.27689999,.2773
BR,2013,.14129999,.3098,.54890001,.27239999,.27649999
BR,2014,.1429,.31099999,.54610002,.27090001,.27520001
BR,2015,.1388,.30559999,.55559999,.2721,.28349999
CH,1980,.27559999,.44049999,.28389999,.20039999,.083499998
CH,1981,.2755,.44069999,.28380001,.20039999,.083400004
CH,1982,.27509999,.43900001,.28600001,.1997,.086199999
CH,1983,.27419999,.4377,.2881,.199,.089100003
CH,1984,.2726,.43759999,.2897,.2007,.089100003
CH,1985,.271,.4375,.2915,.2023,.089199997
CH,1986,.27059999,.43779999,.29159999,.2017,.0898
CH,1987,.27039999,.4382,.2915,.20110001,.090400003
CH,1988,.2714,.44060001,.28799999,.20029999,.087700002
CH,1989,.27239999,.44299999,.28459999,.1996,.085000001
CH,1990,.2712,.44220001,.28659999,.19949999,.087099999
CH,1991,.27329999,.4445,.28220001,.1978,.084399998
CH,1992,.27430001,.4483,.27739999,.197,.080399998
CH,1993,.27379999,.4492,.27700001,.19750001,.079499997
CH,1994,.27590001,.447,.27720001,.1965,.080700003
CH,1995,.27829999,.44510001,.27669999,.1953,.0814
CH,1996,.27129999,.43939999,.28940001,.1999,.089500003
CH,1997,.26570001,.43360001,.30070001,.2025,.098200001
CH,1998,.2642,.43290001,.3028,.2043,.098499998
CH,1999,.2658,.433,.3012,.20379999,.097400002
CH,2000,.26449999,.43149999,.30399999,.2058,.098200001
CH,2001,.26879999,.43270001,.2985,.2044,.094099998
CH,2002,.2728,.43579999,.29139999,.20469999,.0867
CH,2003,.26620001,.4337,.3001,.2051,.094999999
CH,2004,.26409999,.43009999,.30579999,.2071,.0986
CH,2005,.25960001,.42860001,.3118,.2095,.1024
CH,2006,.25780001,.42480001,.3175,.2113,.1062
CH,2007,.26159999,.42480001,.3136,.2094,.1042
CH,2008,.2633,.42570001,.31099999,.2104,.1007
CH,2009,.25920001,.42500001,.31569999,.2133,.1024
CH,2010,.26120001,.42429999,.3145,.2094,.1051
CH,2011,.26179999,.42820001,.31009999,.2042,.1059
CH,2012,.26019999,.4276,.31220001,.2148,.097400002
CH,2013,.2599,.42250001,.31760001,.215,.1026
CH,2014,.2608,.42410001,.31510001,.211,.104
CH,2015,.25729999,.42460001,.31799999,.21089999,.1071
CH,2016,.25569999,.42179999,.32249999,.2032,.1193
CI,1988,.1261,.3337,.54030001,.33239999,.2078
CI,1993,.16500001,.3836,.45140001,.30149999,.1499
CI,1998,.1437,.3671,.4892,.3134,.1758
CI,2002,.1173,.34639999,.53640002,.32609999,.2103
CI,2008,.13160001,.3696,.49880001,.3159,.1829
CI,2014,.1345,.38260001,.48289999,.31209999,.1708
CL,1990,,,,,.2421
CL,1991,,,,,.2316
CL,1992,,,,,.2261
CL,1993,,,,,.2282
CL,1994,,,,,.2218
CL,1995,,,,,.2203
CL,1996,,,,,.2174
CL,1997,,,,,.2317
CL,1998,,,,,.2167
CL,1999,,,,,.21250001
CL,2000,,,,,.20200001
CL,2001,,,,,.20479999
CL,2002,,,,,.20200001
CL,2003,,,,,.18529999
CL,2004,,,.53960001,.3152,.2244
CL,2005,,,.52310002,.30770001,.2154
CL,2006,,,.52609998,.29949996,.22660001
CL,2007,,,.55699998,.30979997,.2472
CL,2008,,,.53549999,.32169998,.2138
CL,2009,,,.551,.31,.241
CL,2010,,,.55549997,.29759997,.2579
CL,2011,,,.53680003,.30060002,.2362
CL,2012,,,.53329998,.30779997,.2255
CL,2013,,,.53049999,.31239998,.2181
CL,2014,,,.54119998,.31569999,.2255
CL,2015,,,.54890001,.3123,.2366
CN,1978,.2696,.4589,.27149999,.20799999,.063500002
CN,1979,.2687,.45969999,.27160001,.20790002,.063699998
CN,1980,.26730001,.4603,.27239999,.20819999,.064199999
CN,1981,.26390001,.45930001,.27680001,.2097,.067100003
CN,1982,.2581,.46090001,.2809,.2115,.069399998
CN,1983,.2606,.4576,.28189999,.21079999,.071099997
CN,1984,.25760001,.45570001,.28670001,.2122,.074500002
CN,1985,.25409999,.4508,.29519999,.21519999,.079999998
CN,1986,.2386,.46270001,.2987,.219,.079700001
CN,1987,.2332,.46950001,.2974,.21870001,.078699999
CN,1988,.2306,.4684,.301,.221,.079999998
CN,1989,.22390001,.46939999,.30669999,.22459999,.082099997
CN,1990,.22579999,.47009999,.30410001,.22310001,.081
CN,1991,.21259999,.4763,.31110001,.22790001,.0832
CN,1992,.2031,.47350001,.32339999,.23589998,.087499999
CN,1993,.1936,.47099999,.33539999,.24339999,.092
CN,1994,.18960001,.4707,.33970001,.24530001,.094400004
CN,1995,.19320001,.47119999,.3355,.24259999,.092900001
CN,1996,.1992,.46540001,.3355,.23999999,.0955
CN,1997,.199,.46520001,.33579999,.24029998,.0955
CN,1998,.1996,.46129999,.3391,.24070001,.098399997
CN,1999,.1926,.46270001,.34470001,.24540001,.099299997
CN,2000,.1807,.4637,.3556,.25189999,.1037
CN,2001,.17479999,.46200001,.36320001,.2545,.1087
CN,2002,.1621,.44409999,.39379999,.2683,.12549999
CN,2003,.1578,.44010001,.4021,.27079999,.1313
CN,2004,.15800001,.43309999,.40900001,.27080002,.1382
CN,2005,.1503,.43110001,.41859999,.2766,.142
CN,2006,.15009999,.42919999,.42070001,.273,.1477
CN,2007,.1485,.4276,.42390001,.2712,.15270001
CN,2008,.1481,.428,.42390001,.2721,.15180001
CN,2009,.1471,.42950001,.42340001,.26930001,.1541
CN,2010,.1427,.4312,.42609999,.27489999,.1512
CN,2011,.1454,.4258,.42879999,.28289998,.1459
CN,2012,.15000001,.43529999,.4147,.27720001,.1375
CN,2013,.145,.43380001,.42120001,.28310001,.1381
CN,2014,.1486,.4382,.41319999,.2766,.1366
CN,2015,.14830001,.43740001,.41429999,.27509999,.1392
CN-RU,1978,.28960001,.43489999,.27540001,.20480001,.070600003
CN-RU,1979,.289,.43489999,.27610001,.20500001,.071099997
CN-RU,1980,.28839999,.4348,.27680001,.2053,.071500003
CN-RU,1981,.2832,.4325,.2843,.2071,.077200003
CN-RU,1982,.27939999,.43079999,.2899,.2086,.081299998
CN-RU,1983,.2764,.42950001,.29409999,.20959999,.0845
CN-RU,1984,.27399999,.42860001,.29750001,.21050002,.086999997
CN-RU,1985,.27200001,.4278,.30019999,.21119998,.089000002
CN-RU,1986,.26629999,.4278,.30590001,.21570002,.0902
CN-RU,1987,.26199999,.4278,.31020001,.21900001,.091200002
CN-RU,1988,.2586,.4278,.3136,.22149999,.092100002
CN-RU,1989,.25580001,.4278,.31639999,.22359999,.092799999
CN-RU,1990,.2534,.4278,.3188,.2253,.093500003
CN-RU,1991,.24510001,.42640001,.3285,.2299,.0986
CN-RU,1992,.23989999,.42550001,.3346,.23289999,.1017
CN-RU,1993,.2353,.4249,.3398,.2351,.1047
CN-RU,1994,.2315,.42449999,.34400001,.23660001,.1074
CN-RU,1995,.2309,.42399999,.34509999,.23769999,.1074
CN-RU,1996,.2299,.4219,.34830001,.23660001,.1117
CN-RU,1997,.22930001,.42050001,.3502,.23999999,.1102
CN-RU,1998,.23280001,.4197,.3475,.23370001,.1138
CN-RU,1999,.2305,.41780001,.35170001,.23760001,.1141
CN-RU,2000,.2181,.412,.36989999,.24169999,.12819999
CN-RU,2001,.21349999,.4109,.37560001,.24450001,.1311
CN-RU,2002,.20990001,.4104,.37970001,.2467,.133
CN-RU,2003,.2087,.41170001,.37959999,.24989998,.12970001
CN-RU,2004,.2132,.41280001,.37400001,.24640001,.1276
CN-RU,2005,.1963,.40790001,.39570001,.2518,.14390001
CN-RU,2006,.2017,.40180001,.39649999,.24969999,.1468
CN-RU,2007,.19769999,.3955,.4068,.25080001,.156
CN-RU,2008,.1971,.40130001,.4016,.2534,.14820001
CN-RU,2009,.1935,.40130001,.4052,.2456,.1596
CN-RU,2010,.1866,.39390001,.41949999,.25509998,.1644
CN-RU,2011,.1833,.39050001,.4262,.2642,.162
CN-RU,2012,.1847,.39320001,.42210001,.2626,.1595
CN-RU,2013,.1856,.39430001,.4201,.26159999,.1585
CN-RU,2014,.18610001,.39469999,.4192,.2604,.15880001
CN-RU,2015,.1859,.39390001,.42019999,.25869998,.16150001
CN-UR,1978,.34799999,.43360001,.2184,.1697,.048700001
CN-UR,1979,.34709999,.43349999,.2194,.1701,.0493
CN-UR,1980,.3461,.43349999,.22040001,.17050001,.049899999
CN-UR,1981,.34509999,.43340001,.22149999,.17089999,.0506
CN-UR,1982,.34540001,.43309999,.22139999,.16989999,.0515
CN-UR,1983,.34279999,.43430001,.2229,.1709,.052000001
CN-UR,1984,.33469999,.4312,.234,.17559999,.058400001
CN-UR,1985,.317,.43259999,.25040001,.18050002,.069899999
CN-UR,1986,.32870001,.42930001,.2421,.1751,.067000002
CN-UR,1987,.33770001,.42660001,.2357,.1709,.064800002
CN-UR,1988,.33140001,.42820001,.2404,.1735,.0669
CN-UR,1989,.32749999,.4271,.2454,.17550001,.069899999
CN-UR,1990,.32879999,.4289,.2423,.1745,.0678
CN-UR,1991,.33360001,.4258,.2406,.1726,.068000004
CN-UR,1992,.32030001,.4276,.25209999,.17939998,.072700001
CN-UR,1993,.3091,.4287,.2622,.185,.077200003
CN-UR,1994,.30379999,.42930001,.2669,.18709999,.079800002
CN-UR,1995,.3057,.42969999,.2647,.18629999,.078400001
CN-UR,1996,.3012,.42770001,.27110001,.1895,.081600003
CN-UR,1997,.2956,.4289,.2755,.19230001,.0832
CN-UR,1998,.29100001,.42789999,.2811,.19509999,.086000003
CN-UR,1999,.28740001,.42840001,.2841,.197,.087099999
CN-UR,2000,.2816,.4305,.2879,.1998,.088100001
CN-UR,2001,.27410001,.42730001,.29859999,.204,.094599999
CN-UR,2002,.24150001,.42160001,.3369,.221,.1159
CN-UR,2003,.23549999,.41580001,.3486,.22409999,.1245
CN-UR,2004,.2282,.41029999,.36149999,.228,.13349999
CN-UR,2005,.2228,.41080001,.3664,.2322,.13420001
CN-UR,2006,.22229999,.4064,.3714,.23019999,.14120001
CN-UR,2007,.22139999,.403,.37560001,.22980002,.14579999
CN-UR,2008,.21870001,.40380001,.37760001,.23150001,.1461
CN-UR,2009,.2217,.40349999,.3748,.2279,.1469
CN-UR,2010,.2184,.4032,.3784,.2342,.1442
CN-UR,2011,.2182,.39809999,.38370001,.24460001,.1391
CN-UR,2012,.2281,.4032,.3687,.2386,.1301
CN-UR,2013,.21690001,.40889999,.37419999,.24339999,.13079999
CN-UR,2014,.2233,.40880001,.36790001,.2379,.13
CN-UR,2015,.223,.40799999,.3689,.23630001,.13259999
CY,1990,.25029999,.44940001,.3003,.22220001,.078100003
CY,1991,.2525,.44870001,.29879999,.2207,.078199998
CY,1992,.25350001,.45019999,.29629999,.2201,.076200001
CY,1993,.25420001,.45050001,.29530001,.2189,.076399997
CY,1994,.2536,.45140001,.29499999,.2189,.076099999
CY,1995,.25319999,.4497,.29710001,.2184,.078699999
CY,1996,.25420001,.45480001,.29100001,.2158,.075199999
CY,1997,.2615,.45829999,.2802,.2114,.068800002
CY,1998,.24439999,.43830001,.31720001,.2229,.094300002
CY,1999,.25960001,.45429999,.2861,.2129,.073200002
CY,2000,.26159999,.4601,.2784,.2094,.068999998
CY,2001,.26320001,.45480001,.28189999,.20990001,.071999997
CY,2002,.25909999,.44839999,.2924,.213,.079400003
CY,2003,.25979999,.45289999,.28729999,.21160001,.0757
CY,2004,.2748,.46529999,.2599,.20110001,.058800001
CY,2005,.28060001,.465,.25440001,.19850001,.0559
CY,2006,.28189999,.461,.25709999,.1969,.0601
CY,2007,.26620001,.46090001,.27289999,.19850001,.074299999
CY,2008,.27129999,.45070001,.278,.205,.072999999
CY,2009,.2638,.44690001,.28929999,.21439999,.075000003
CY,2010,.25839999,.44800001,.29370001,.2211,.072499998
CY,2011,.2606,.44980001,.28960001,.21870001,.070900001
CY,2012,.25299999,.4472,.29980001,.22050001,.079300001
CY,2013,.24079999,.44260001,.31659999,.2281,.088500001
CY,2014,.22830001,.43489999,.33680001,.24079999,.096000001
CY,2015,.22390001,.4411,.3351,.2384,.096699998
CY,2016,.2306,.45190001,.31760001,.23190001,.085600004
CZ,1980,.345,.47260001,.1824,.1564,.026000001
CZ,1981,.34400001,.47420001,.18179999,.1559,.025900001
CZ,1982,.3459,.4729,.1812,.15539999,.025800001
CZ,1983,.34650001,.4729,.1807,.1549,.025699999
CZ,1984,.34909999,.4709,.18009999,.15440001,.025599999
CZ,1985,.34889999,.4716,.1795,.1539,.0255
CZ,1986,.34830001,.47049999,.1812,.1542,.027000001
CZ,1987,.34810001,.4691,.18279999,.15440001,.0284
CZ,1988,.34740001,.46810001,.18449999,.15459999,.029899999
CZ,1989,.33970001,.4641,.1962,.15790001,.0383
CZ,1990,.3321,.45989999,.208,.1611,.0469
CZ,1991,.32319999,.44980001,.2269,.1671,.059799999
CZ,1992,.31259999,.44080001,.2466,.17290001,.073700003
CZ,1993,.30230001,.43579999,.26190001,.17900001,.082900003
CZ,1994,.29350001,.43259999,.27399999,.1841,.089900002
CZ,1995,.28889999,.43360001,.2775,.1866,.090899996
CZ,1996,.2881,.428,.28389999,.19,.093800001
CZ,1997,.29249999,.43220001,.2753,.1873,.088
CZ,1998,.28960001,.4296,.28080001,.18889999,.091799997
CZ,1999,.29120001,.4312,.27759999,.18790001,.089699998
CZ,2000,.29249999,.43270001,.2748,.18700001,.087800004
CZ,2001,.29260001,.433,.2744,.1868,.0876
CZ,2002,.29409999,.43450001,.27129999,.1858,.085600004
CZ,2003,.28909999,.43340001,.27739999,.18889999,.088600002
CZ,2004,.28560001,.43309999,.28130001,.19059999,.090599999
CZ,2005,.28119999,.43740001,.28150001,.1855,.095899999
CZ,2006,.2791,.43709999,.28380001,.1956,.088200003
CZ,2007,.28209999,.4357,.28220001,.18889999,.0933
CZ,2008,.2771,.4258,.29710001,.18359999,.1135
CZ,2009,.28479999,.4298,.2854,.1858,.099600002
CZ,2010,.2872,.43130001,.28150001,.1891,.092399999
CZ,2011,.28600001,.4321,.28189999,.1891,.092799999
CZ,2012,.28279999,.426,.29120001,.19069999,.1005
CZ,2013,.2897,.42879999,.28150001,.19140001,.090099998
CZ,2014,.28029999,.4314,.28830001,.19679999,.091499999
CZ,2015,.27579999,.4337,.29049999,.1969,.093599997
CZ,2016,.27450001,.43520001,.2902,.1957,.094599999
DD,1980,.31349999,.50010002,.1864,.161,.0254
DD,1981,.31549999,.49610001,.1883,.161,.0273
DD,1982,.3175,.49219999,.1903,.161,.029300001
DD,1983,.3195,.48820001,.19220001,.161,.031300001
DD,1984,.31799999,.48660001,.1954,.16230001,.033100002
DD,1985,.31650001,.48500001,.19850001,.1636,.034899998
DD,1986,.317,.4835,.19949999,.1636,.0359
DD,1987,.3175,.48190001,.2006,.1637,.036899999
DD,1988,.31799999,.48030001,.2017,.1638,.037900001
DD,1989,.31799999,.48030001,.2017,.1638,.037900001
DD,1990,.31799999,.48030001,.2017,.1638,.037900001
DE,1980,.2701,.4463,.2836,.1964,.087200001
DE,1981,.26899999,.44870001,.2823,.1955,.086800002
DE,1982,.27039999,.44859999,.28099999,.1946,.086400002
DE,1983,.27180001,.44859999,.27959999,.1937,.086000003
DE,1984,.2728,.44549999,.28169999,.1935,.088200003
DE,1985,.2721,.44400001,.28389999,.1934,.090599999
DE,1986,.27129999,.4425,.2861,.19320001,.092900001
DE,1987,.2658,.4384,.2958,.19660001,.099200003
DE,1988,.26140001,.4332,.30540001,.1999,.1055
DE,1989,.25639999,.4285,.31510001,.2032,.1119
DE,1990,.25639999,.4316,.31200001,.2043,.1077
DE,1991,.25600001,.43489999,.3091,.20559999,.1035
DE,1992,.25850001,.43709999,.3044,.2062,.098200001
DE,1993,.26159999,.44060001,.2978,.2044,.093400002
DE,1994,.26370001,.44299999,.29339999,.2031,.090300001
DE,1995,.26269999,.4445,.29269999,.20280001,.089900002
DE,1996,.25749999,.44069999,.30180001,.2058,.096100003
DE,1997,.2538,.4373,.3089,.2084,.1004
DE,1998,.25150001,.4323,.31619999,.2112,.105
DE,1999,.2491,.43630001,.31459999,.2128,.1018
DE,2000,.2456,.4386,.31569999,.2145,.1012
DE,2001,.2454,.4384,.31619999,.2163,.0999
DE,2002,.2412,.44190001,.31690001,.2175,.099399999
DE,2003,.2431,.44729999,.30950001,.2156,.093900003
DE,2004,.23899999,.4393,.32159999,.2173,.1043
DE,2005,.22480001,.43419999,.34110001,.2235,.1176
DE,2006,.2244,.43059999,.34490001,.2242,.1207
DE,2007,.2184,.42050001,.36109999,.2308,.1303
DE,2008,.2149,.4201,.3651,.2341,.1309
